A = 0000, B = 0000, Cin = 0, Cout = 0, S = 0000
A = 5ce3, B = a2ce, Cin = 0, Cout = 0, S = ffb1
A = 5ce3, B = 71b2, Cin = 0, Cout = 0, S = ce95
A = 5ce3, B = a50d, Cin = 0, Cout = 1, S = 01f0
A = 5ce3, B = 6c3f, Cin = 0, Cout = 0, S = c922
A = 5ce3, B = 5b04, Cin = 0, Cout = 0, S = b7e7
A = 5ce3, B = d88a, Cin = 0, Cout = 1, S = 356d
A = 5ce3, B = 1321, Cin = 0, Cout = 0, S = 7004
A = 5ce3, B = 5183, Cin = 0, Cout = 0, S = ae66
A = 5ce3, B = 90a4, Cin = 0, Cout = 0, S = ed87
A = 5ce3, B = e310, Cin = 0, Cout = 1, S = 3ff3
A = 5ce3, B = 3e8c, Cin = 0, Cout = 0, S = 9b6f
A = 5ce3, B = 5ce3, Cin = 0, Cout = 0, S = b9c6
A = 5ce3, B = 1d12, Cin = 0, Cout = 0, S = 79f5
A = 5ce3, B = 869d, Cin = 0, Cout = 0, S = e380
A = 5ce3, B = 4cad, Cin = 0, Cout = 0, S = a990
A = 5ce3, B = 7940, Cin = 0, Cout = 0, S = d623
A = 5ce3, B = 0b63, Cin = 0, Cout = 0, S = 6846
A = 5ce3, B = d71b, Cin = 0, Cout = 1, S = 33fe
A = 5ce3, B = 654c, Cin = 0, Cout = 0, S = c22f
A = 5ce3, B = 8c4a, Cin = 0, Cout = 0, S = e92d
A = 5ce3, B = 60c5, Cin = 0, Cout = 0, S = bda8
A = 5ce3, B = 0de9, Cin = 0, Cout = 0, S = 6acc
A = 5ce3, B = 3472, Cin = 0, Cout = 0, S = 9155
A = 5ce3, B = 6930, Cin = 0, Cout = 0, S = c613
A = 5ce3, B = 84f7, Cin = 0, Cout = 0, S = e1da
A = 5ce3, B = 363d, Cin = 0, Cout = 0, S = 9320
A = 5ce3, B = 62e7, Cin = 0, Cout = 0, S = bfca
A = 5ce3, B = 0c50, Cin = 0, Cout = 0, S = 6933
A = 5ce3, B = b32c, Cin = 0, Cout = 1, S = 100f
A = 5ce3, B = 22da, Cin = 0, Cout = 0, S = 7fbd
A = 5ce3, B = 27f2, Cin = 0, Cout = 0, S = 84d5
A = 5ce3, B = 95af, Cin = 0, Cout = 0, S = f292
A = 5ce3, B = c86f, Cin = 0, Cout = 1, S = 2552
A = 5ce3, B = 24bd, Cin = 0, Cout = 0, S = 81a0
A = 5ce3, B = 3eed, Cin = 0, Cout = 0, S = 9bd0
A = 5ce3, B = 68bd, Cin = 0, Cout = 0, S = c5a0
A = 5ce3, B = 85ce, Cin = 0, Cout = 0, S = e2b1
A = 5ce3, B = 9c7e, Cin = 0, Cout = 0, S = f961
A = 5ce3, B = db66, Cin = 0, Cout = 1, S = 3849
A = 5ce3, B = a641, Cin = 0, Cout = 1, S = 0324
A = 5ce3, B = 75a8, Cin = 0, Cout = 0, S = d28b
A = 5ce3, B = d548, Cin = 0, Cout = 1, S = 322b
A = 5ce3, B = 31f9, Cin = 0, Cout = 0, S = 8edc
A = 5ce3, B = a33c, Cin = 0, Cout = 1, S = 001f
A = 5ce3, B = 0421, Cin = 0, Cout = 0, S = 6104
A = 5ce3, B = c0c2, Cin = 0, Cout = 1, S = 1da5
A = 5ce3, B = f89a, Cin = 0, Cout = 1, S = 557d
A = 5ce3, B = 173e, Cin = 0, Cout = 0, S = 7421
A = 5ce3, B = 4a0b, Cin = 0, Cout = 0, S = a6ee
A = 5ce3, B = cdf5, Cin = 0, Cout = 1, S = 2ad8
A = 5ce3, B = 415a, Cin = 0, Cout = 0, S = 9e3d
A = 5ce3, B = 9bbe, Cin = 0, Cout = 0, S = f8a1
A = 5ce3, B = d3ad, Cin = 0, Cout = 1, S = 3090
A = 5ce3, B = 7290, Cin = 0, Cout = 0, S = cf73
A = 5ce3, B = eea6, Cin = 0, Cout = 1, S = 4b89
A = 5ce3, B = 433d, Cin = 0, Cout = 0, S = a020
A = 5ce3, B = c25e, Cin = 0, Cout = 1, S = 1f41
A = 5ce3, B = db5b, Cin = 0, Cout = 1, S = 383e
A = 5ce3, B = a379, Cin = 0, Cout = 1, S = 005c
A = 5ce3, B = 9d09, Cin = 0, Cout = 0, S = f9ec
A = 5ce3, B = 746c, Cin = 0, Cout = 0, S = d14f
A = 5ce3, B = f884, Cin = 0, Cout = 1, S = 5567
A = 5ce3, B = 860a, Cin = 0, Cout = 0, S = e2ed
A = 5ce3, B = 9363, Cin = 0, Cout = 0, S = f046
A = 5ce3, B = 8712, Cin = 0, Cout = 0, S = e3f5
A = 5ce3, B = 62f7, Cin = 0, Cout = 0, S = bfda
A = 5ce3, B = 3278, Cin = 0, Cout = 0, S = 8f5b
A = 1d12, B = 0000, Cin = 0, Cout = 0, S = 1d12
A = 1d12, B = 0001, Cin = 0, Cout = 0, S = 1d13
A = 1d12, B = 1111, Cin = 0, Cout = 0, S = 2e23
A = 1d12, B = aaaa, Cin = 0, Cout = 0, S = c7bc
A = 1d12, B = 5555, Cin = 0, Cout = 0, S = 7267
A = 1d12, B = ffff, Cin = 0, Cout = 1, S = 1d11
A = 1d12, B = ff00, Cin = 0, Cout = 1, S = 1c12
A = 1d12, B = 00ff, Cin = 0, Cout = 0, S = 1e11
A = 1d12, B = 7fff, Cin = 0, Cout = 0, S = 9d11
A = 1d12, B = 8000, Cin = 0, Cout = 0, S = 9d12
A = 1d12, B = f9e8, Cin = 0, Cout = 1, S = 16fa
A = 1d12, B = c91b, Cin = 0, Cout = 0, S = e62d
A = 1d12, B = fa50, Cin = 0, Cout = 1, S = 1762
A = 1d12, B = 92a3, Cin = 0, Cout = 0, S = afb5
A = 1d12, B = b84e, Cin = 0, Cout = 0, S = d560
A = 1d12, B = 7da2, Cin = 0, Cout = 0, S = 9ab4
A = 1d12, B = 05a5, Cin = 0, Cout = 0, S = 22b7
A = 1d12, B = 6ea1, Cin = 0, Cout = 0, S = 8bb3
A = 1d12, B = 6740, Cin = 0, Cout = 0, S = 8452
A = 1d12, B = aa06, Cin = 0, Cout = 0, S = c718
A = 1d12, B = 7707, Cin = 0, Cout = 0, S = 9419
A = 1d12, B = 661e, Cin = 0, Cout = 0, S = 8330
A = 1d12, B = aa27, Cin = 0, Cout = 0, S = c739
A = 1d12, B = 9475, Cin = 0, Cout = 0, S = b187
A = 1d12, B = 3cb2, Cin = 0, Cout = 0, S = 59c4
A = 1d12, B = 5b5d, Cin = 0, Cout = 0, S = 786f
A = 1d12, B = 2875, Cin = 0, Cout = 0, S = 4587
A = 1d12, B = ab6b, Cin = 0, Cout = 0, S = c87d
A = 1d12, B = 1bcd, Cin = 0, Cout = 0, S = 38df
A = 1d12, B = 8f61, Cin = 0, Cout = 0, S = ac73
A = 1d12, B = ef5c, Cin = 0, Cout = 1, S = 0c6e
A = 1d12, B = e08c, Cin = 0, Cout = 0, S = fd9e
A = 1d12, B = be66, Cin = 0, Cout = 0, S = db78
A = 1d12, B = a2ce, Cin = 0, Cout = 0, S = bfe0
A = 1d12, B = 71b2, Cin = 0, Cout = 0, S = 8ec4
A = 1d12, B = a50d, Cin = 0, Cout = 0, S = c21f
A = 1d12, B = 6c3f, Cin = 0, Cout = 0, S = 8951
A = 1d12, B = 5b04, Cin = 0, Cout = 0, S = 7816
A = 1d12, B = d88a, Cin = 0, Cout = 0, S = f59c
A = 1d12, B = 1321, Cin = 0, Cout = 0, S = 3033
A = 1d12, B = 5183, Cin = 0, Cout = 0, S = 6e95
A = 1d12, B = 90a4, Cin = 0, Cout = 0, S = adb6
A = 1d12, B = e310, Cin = 0, Cout = 1, S = 0022
A = 1d12, B = 3e8c, Cin = 0, Cout = 0, S = 5b9e
A = 1d12, B = 5ce3, Cin = 0, Cout = 0, S = 79f5
A = 1d12, B = 1d12, Cin = 0, Cout = 0, S = 3a24
A = 1d12, B = 869d, Cin = 0, Cout = 0, S = a3af
A = 1d12, B = 4cad, Cin = 0, Cout = 0, S = 69bf
A = 1d12, B = 7940, Cin = 0, Cout = 0, S = 9652
A = 1d12, B = 0b63, Cin = 0, Cout = 0, S = 2875
A = 1d12, B = d71b, Cin = 0, Cout = 0, S = f42d
A = 1d12, B = 654c, Cin = 0, Cout = 0, S = 825e
A = 1d12, B = 8c4a, Cin = 0, Cout = 0, S = a95c
A = 1d12, B = 60c5, Cin = 0, Cout = 0, S = 7dd7
A = 1d12, B = 0de9, Cin = 0, Cout = 0, S = 2afb
A = 1d12, B = 3472, Cin = 0, Cout = 0, S = 5184
A = 1d12, B = 6930, Cin = 0, Cout = 0, S = 8642
A = 1d12, B = 84f7, Cin = 0, Cout = 0, S = a209
A = 1d12, B = 363d, Cin = 0, Cout = 0, S = 534f
A = 1d12, B = 62e7, Cin = 0, Cout = 0, S = 7ff9
A = 1d12, B = 0c50, Cin = 0, Cout = 0, S = 2962
A = 1d12, B = b32c, Cin = 0, Cout = 0, S = d03e
A = 1d12, B = 22da, Cin = 0, Cout = 0, S = 3fec
A = 1d12, B = 27f2, Cin = 0, Cout = 0, S = 4504
A = 1d12, B = 95af, Cin = 0, Cout = 0, S = b2c1
A = 1d12, B = c86f, Cin = 0, Cout = 0, S = e581
A = 1d12, B = 24bd, Cin = 0, Cout = 0, S = 41cf
A = 1d12, B = 3eed, Cin = 0, Cout = 0, S = 5bff
A = 1d12, B = 68bd, Cin = 0, Cout = 0, S = 85cf
A = 1d12, B = 85ce, Cin = 0, Cout = 0, S = a2e0
A = 1d12, B = 9c7e, Cin = 0, Cout = 0, S = b990
A = 1d12, B = db66, Cin = 0, Cout = 0, S = f878
A = 1d12, B = a641, Cin = 0, Cout = 0, S = c353
A = 1d12, B = 75a8, Cin = 0, Cout = 0, S = 92ba
A = 1d12, B = d548, Cin = 0, Cout = 0, S = f25a
A = 1d12, B = 31f9, Cin = 0, Cout = 0, S = 4f0b
A = 1d12, B = a33c, Cin = 0, Cout = 0, S = c04e
A = 1d12, B = 0421, Cin = 0, Cout = 0, S = 2133
A = 1d12, B = c0c2, Cin = 0, Cout = 0, S = ddd4
A = 1d12, B = f89a, Cin = 0, Cout = 1, S = 15ac
A = 1d12, B = 173e, Cin = 0, Cout = 0, S = 3450
A = 1d12, B = 4a0b, Cin = 0, Cout = 0, S = 671d
A = 1d12, B = cdf5, Cin = 0, Cout = 0, S = eb07
A = 1d12, B = 415a, Cin = 0, Cout = 0, S = 5e6c
A = 1d12, B = 9bbe, Cin = 0, Cout = 0, S = b8d0
A = 1d12, B = d3ad, Cin = 0, Cout = 0, S = f0bf
A = 1d12, B = 7290, Cin = 0, Cout = 0, S = 8fa2
A = 1d12, B = eea6, Cin = 0, Cout = 1, S = 0bb8
A = 1d12, B = 433d, Cin = 0, Cout = 0, S = 604f
A = 1d12, B = c25e, Cin = 0, Cout = 0, S = df70
A = 1d12, B = db5b, Cin = 0, Cout = 0, S = f86d
A = 1d12, B = a379, Cin = 0, Cout = 0, S = c08b
A = 1d12, B = 9d09, Cin = 0, Cout = 0, S = ba1b
A = 1d12, B = 746c, Cin = 0, Cout = 0, S = 917e
A = 1d12, B = f884, Cin = 0, Cout = 1, S = 1596
A = 1d12, B = 860a, Cin = 0, Cout = 0, S = a31c
A = 1d12, B = 9363, Cin = 0, Cout = 0, S = b075
A = 1d12, B = 8712, Cin = 0, Cout = 0, S = a424
A = 1d12, B = 62f7, Cin = 0, Cout = 0, S = 8009
A = 1d12, B = 3278, Cin = 0, Cout = 0, S = 4f8a
A = 869d, B = 0000, Cin = 0, Cout = 0, S = 869d
A = 869d, B = 0001, Cin = 0, Cout = 0, S = 869e
A = 869d, B = 1111, Cin = 0, Cout = 0, S = 97ae
A = 869d, B = aaaa, Cin = 0, Cout = 1, S = 3147
A = 869d, B = 5555, Cin = 0, Cout = 0, S = dbf2
A = 869d, B = ffff, Cin = 0, Cout = 1, S = 869c
A = 869d, B = ff00, Cin = 0, Cout = 1, S = 859d
A = 869d, B = 00ff, Cin = 0, Cout = 0, S = 879c
A = 869d, B = 7fff, Cin = 0, Cout = 1, S = 069c
A = 869d, B = 8000, Cin = 0, Cout = 1, S = 069d
A = 869d, B = f9e8, Cin = 0, Cout = 1, S = 8085
A = 869d, B = c91b, Cin = 0, Cout = 1, S = 4fb8
A = 869d, B = fa50, Cin = 0, Cout = 1, S = 80ed
A = 869d, B = 92a3, Cin = 0, Cout = 1, S = 1940
A = 869d, B = b84e, Cin = 0, Cout = 1, S = 3eeb
A = 869d, B = 7da2, Cin = 0, Cout = 1, S = 043f
A = 869d, B = 05a5, Cin = 0, Cout = 0, S = 8c42
A = 869d, B = 6ea1, Cin = 0, Cout = 0, S = f53e
A = 869d, B = 6740, Cin = 0, Cout = 0, S = eddd
A = 869d, B = aa06, Cin = 0, Cout = 1, S = 30a3
A = 869d, B = 7707, Cin = 0, Cout = 0, S = fda4
A = 869d, B = 661e, Cin = 0, Cout = 0, S = ecbb
A = 869d, B = aa27, Cin = 0, Cout = 1, S = 30c4
A = 869d, B = 9475, Cin = 0, Cout = 1, S = 1b12
A = 869d, B = 3cb2, Cin = 0, Cout = 0, S = c34f
A = 869d, B = 5b5d, Cin = 0, Cout = 0, S = e1fa
A = 869d, B = 2875, Cin = 0, Cout = 0, S = af12
A = 869d, B = ab6b, Cin = 0, Cout = 1, S = 3208
A = 869d, B = 1bcd, Cin = 0, Cout = 0, S = a26a
A = 869d, B = 8f61, Cin = 0, Cout = 1, S = 15fe
A = 869d, B = ef5c, Cin = 0, Cout = 1, S = 75f9
A = 869d, B = e08c, Cin = 0, Cout = 1, S = 6729
A = 869d, B = be66, Cin = 0, Cout = 1, S = 4503
A = 869d, B = a2ce, Cin = 0, Cout = 1, S = 296b
A = 869d, B = 71b2, Cin = 0, Cout = 0, S = f84f
A = 869d, B = a50d, Cin = 0, Cout = 1, S = 2baa
A = 869d, B = 6c3f, Cin = 0, Cout = 0, S = f2dc
A = 869d, B = 5b04, Cin = 0, Cout = 0, S = e1a1
A = 869d, B = d88a, Cin = 0, Cout = 1, S = 5f27
A = 869d, B = 1321, Cin = 0, Cout = 0, S = 99be
A = 869d, B = 5183, Cin = 0, Cout = 0, S = d820
A = 869d, B = 90a4, Cin = 0, Cout = 1, S = 1741
A = 869d, B = e310, Cin = 0, Cout = 1, S = 69ad
A = 869d, B = 3e8c, Cin = 0, Cout = 0, S = c529
A = 869d, B = 5ce3, Cin = 0, Cout = 0, S = e380
A = 869d, B = 1d12, Cin = 0, Cout = 0, S = a3af
A = 869d, B = 869d, Cin = 0, Cout = 1, S = 0d3a
A = 869d, B = 4cad, Cin = 0, Cout = 0, S = d34a
A = 869d, B = 7940, Cin = 0, Cout = 0, S = ffdd
A = 869d, B = 0b63, Cin = 0, Cout = 0, S = 9200
A = 869d, B = d71b, Cin = 0, Cout = 1, S = 5db8
A = 869d, B = 654c, Cin = 0, Cout = 0, S = ebe9
A = 869d, B = 8c4a, Cin = 0, Cout = 1, S = 12e7
A = 869d, B = 60c5, Cin = 0, Cout = 0, S = e762
A = 869d, B = 0de9, Cin = 0, Cout = 0, S = 9486
A = 869d, B = 3472, Cin = 0, Cout = 0, S = bb0f
A = 869d, B = 6930, Cin = 0, Cout = 0, S = efcd
A = 869d, B = 84f7, Cin = 0, Cout = 1, S = 0b94
A = 869d, B = 363d, Cin = 0, Cout = 0, S = bcda
A = 869d, B = 62e7, Cin = 0, Cout = 0, S = e984
A = 869d, B = 0c50, Cin = 0, Cout = 0, S = 92ed
A = 869d, B = b32c, Cin = 0, Cout = 1, S = 39c9
A = 869d, B = 22da, Cin = 0, Cout = 0, S = a977
A = 869d, B = 27f2, Cin = 0, Cout = 0, S = ae8f
A = 869d, B = 95af, Cin = 0, Cout = 1, S = 1c4c
A = 869d, B = c86f, Cin = 0, Cout = 1, S = 4f0c
A = 869d, B = 24bd, Cin = 0, Cout = 0, S = ab5a
A = 869d, B = 3eed, Cin = 0, Cout = 0, S = c58a
A = 869d, B = 68bd, Cin = 0, Cout = 0, S = ef5a
A = 869d, B = 85ce, Cin = 0, Cout = 1, S = 0c6b
A = 869d, B = 9c7e, Cin = 0, Cout = 1, S = 231b
A = 869d, B = db66, Cin = 0, Cout = 1, S = 6203
A = 869d, B = a641, Cin = 0, Cout = 1, S = 2cde
A = 869d, B = 75a8, Cin = 0, Cout = 0, S = fc45
A = 869d, B = d548, Cin = 0, Cout = 1, S = 5be5
A = 869d, B = 31f9, Cin = 0, Cout = 0, S = b896
A = 869d, B = a33c, Cin = 0, Cout = 1, S = 29d9
A = 869d, B = 0421, Cin = 0, Cout = 0, S = 8abe
A = 869d, B = c0c2, Cin = 0, Cout = 1, S = 475f
A = 869d, B = f89a, Cin = 0, Cout = 1, S = 7f37
A = 869d, B = 173e, Cin = 0, Cout = 0, S = 9ddb
A = 869d, B = 4a0b, Cin = 0, Cout = 0, S = d0a8
A = 869d, B = cdf5, Cin = 0, Cout = 1, S = 5492
A = 869d, B = 415a, Cin = 0, Cout = 0, S = c7f7
A = 869d, B = 9bbe, Cin = 0, Cout = 1, S = 225b
A = 869d, B = d3ad, Cin = 0, Cout = 1, S = 5a4a
A = 869d, B = 7290, Cin = 0, Cout = 0, S = f92d
A = 869d, B = eea6, Cin = 0, Cout = 1, S = 7543
A = 869d, B = 433d, Cin = 0, Cout = 0, S = c9da
A = 869d, B = c25e, Cin = 0, Cout = 1, S = 48fb
A = 869d, B = db5b, Cin = 0, Cout = 1, S = 61f8
A = 869d, B = a379, Cin = 0, Cout = 1, S = 2a16
A = 869d, B = 9d09, Cin = 0, Cout = 1, S = 23a6
A = 869d, B = 746c, Cin = 0, Cout = 0, S = fb09
A = 869d, B = f884, Cin = 0, Cout = 1, S = 7f21
A = 869d, B = 860a, Cin = 0, Cout = 1, S = 0ca7
A = 869d, B = 9363, Cin = 0, Cout = 1, S = 1a00
A = 869d, B = 8712, Cin = 0, Cout = 1, S = 0daf
A = 869d, B = 62f7, Cin = 0, Cout = 0, S = e994
A = 869d, B = 3278, Cin = 0, Cout = 0, S = b915
A = 4cad, B = 0000, Cin = 0, Cout = 0, S = 4cad
A = 4cad, B = 0001, Cin = 0, Cout = 0, S = 4cae
A = 4cad, B = 1111, Cin = 0, Cout = 0, S = 5dbe
A = 4cad, B = aaaa, Cin = 0, Cout = 0, S = f757
A = 4cad, B = 5555, Cin = 0, Cout = 0, S = a202
A = 4cad, B = ffff, Cin = 0, Cout = 1, S = 4cac
A = 4cad, B = ff00, Cin = 0, Cout = 1, S = 4bad
A = 4cad, B = 00ff, Cin = 0, Cout = 0, S = 4dac
A = 4cad, B = 7fff, Cin = 0, Cout = 0, S = ccac
A = 4cad, B = 8000, Cin = 0, Cout = 0, S = ccad
A = 4cad, B = f9e8, Cin = 0, Cout = 1, S = 4695
A = 4cad, B = c91b, Cin = 0, Cout = 1, S = 15c8
A = 4cad, B = fa50, Cin = 0, Cout = 1, S = 46fd
A = 4cad, B = 92a3, Cin = 0, Cout = 0, S = df50
A = 4cad, B = b84e, Cin = 0, Cout = 1, S = 04fb
A = 4cad, B = 7da2, Cin = 0, Cout = 0, S = ca4f
A = 4cad, B = 05a5, Cin = 0, Cout = 0, S = 5252
A = 4cad, B = 6ea1, Cin = 0, Cout = 0, S = bb4e
A = 4cad, B = 6740, Cin = 0, Cout = 0, S = b3ed
A = 4cad, B = aa06, Cin = 0, Cout = 0, S = f6b3
A = 4cad, B = 7707, Cin = 0, Cout = 0, S = c3b4
A = 4cad, B = 661e, Cin = 0, Cout = 0, S = b2cb
A = 4cad, B = aa27, Cin = 0, Cout = 0, S = f6d4
A = 4cad, B = 9475, Cin = 0, Cout = 0, S = e122
A = 4cad, B = 3cb2, Cin = 0, Cout = 0, S = 895f
A = 4cad, B = 5b5d, Cin = 0, Cout = 0, S = a80a
A = 4cad, B = 2875, Cin = 0, Cout = 0, S = 7522
A = 4cad, B = ab6b, Cin = 0, Cout = 0, S = f818
A = 4cad, B = 1bcd, Cin = 0, Cout = 0, S = 687a
A = 4cad, B = 8f61, Cin = 0, Cout = 0, S = dc0e
A = 4cad, B = ef5c, Cin = 0, Cout = 1, S = 3c09
A = 4cad, B = e08c, Cin = 0, Cout = 1, S = 2d39
A = 4cad, B = be66, Cin = 0, Cout = 1, S = 0b13
A = 4cad, B = a2ce, Cin = 0, Cout = 0, S = ef7b
A = 4cad, B = 71b2, Cin = 0, Cout = 0, S = be5f
A = 4cad, B = a50d, Cin = 0, Cout = 0, S = f1ba
A = 4cad, B = 6c3f, Cin = 0, Cout = 0, S = b8ec
A = 4cad, B = 5b04, Cin = 0, Cout = 0, S = a7b1
A = 4cad, B = d88a, Cin = 0, Cout = 1, S = 2537
A = 4cad, B = 1321, Cin = 0, Cout = 0, S = 5fce
A = 4cad, B = 5183, Cin = 0, Cout = 0, S = 9e30
A = 4cad, B = 90a4, Cin = 0, Cout = 0, S = dd51
A = 4cad, B = e310, Cin = 0, Cout = 1, S = 2fbd
A = 4cad, B = 3e8c, Cin = 0, Cout = 0, S = 8b39
A = 4cad, B = 5ce3, Cin = 0, Cout = 0, S = a990
A = 4cad, B = 1d12, Cin = 0, Cout = 0, S = 69bf
A = 4cad, B = 869d, Cin = 0, Cout = 0, S = d34a
A = 4cad, B = 4cad, Cin = 0, Cout = 0, S = 995a
A = 4cad, B = 7940, Cin = 0, Cout = 0, S = c5ed
A = 4cad, B = 0b63, Cin = 0, Cout = 0, S = 5810
A = 4cad, B = d71b, Cin = 0, Cout = 1, S = 23c8
A = 4cad, B = 654c, Cin = 0, Cout = 0, S = b1f9
A = 4cad, B = 8c4a, Cin = 0, Cout = 0, S = d8f7
A = 4cad, B = 60c5, Cin = 0, Cout = 0, S = ad72
A = 4cad, B = 0de9, Cin = 0, Cout = 0, S = 5a96
A = 4cad, B = 3472, Cin = 0, Cout = 0, S = 811f
A = 4cad, B = 6930, Cin = 0, Cout = 0, S = b5dd
A = 4cad, B = 84f7, Cin = 0, Cout = 0, S = d1a4
A = 4cad, B = 363d, Cin = 0, Cout = 0, S = 82ea
A = 4cad, B = 62e7, Cin = 0, Cout = 0, S = af94
A = 4cad, B = 0c50, Cin = 0, Cout = 0, S = 58fd
A = 4cad, B = b32c, Cin = 0, Cout = 0, S = ffd9
A = 4cad, B = 22da, Cin = 0, Cout = 0, S = 6f87
A = 4cad, B = 27f2, Cin = 0, Cout = 0, S = 749f
A = 4cad, B = 95af, Cin = 0, Cout = 0, S = e25c
A = 4cad, B = c86f, Cin = 0, Cout = 1, S = 151c
A = 4cad, B = 24bd, Cin = 0, Cout = 0, S = 716a
A = 4cad, B = 3eed, Cin = 0, Cout = 0, S = 8b9a
A = 4cad, B = 68bd, Cin = 0, Cout = 0, S = b56a
A = 4cad, B = 85ce, Cin = 0, Cout = 0, S = d27b
A = 4cad, B = 9c7e, Cin = 0, Cout = 0, S = e92b
A = 4cad, B = db66, Cin = 0, Cout = 1, S = 2813
A = 4cad, B = a641, Cin = 0, Cout = 0, S = f2ee
A = 4cad, B = 75a8, Cin = 0, Cout = 0, S = c255
A = 4cad, B = d548, Cin = 0, Cout = 1, S = 21f5
A = 4cad, B = 31f9, Cin = 0, Cout = 0, S = 7ea6
A = 4cad, B = a33c, Cin = 0, Cout = 0, S = efe9
A = 4cad, B = 0421, Cin = 0, Cout = 0, S = 50ce
A = 4cad, B = c0c2, Cin = 0, Cout = 1, S = 0d6f
A = 4cad, B = f89a, Cin = 0, Cout = 1, S = 4547
A = 4cad, B = 173e, Cin = 0, Cout = 0, S = 63eb
A = 4cad, B = 4a0b, Cin = 0, Cout = 0, S = 96b8
A = 4cad, B = cdf5, Cin = 0, Cout = 1, S = 1aa2
A = 4cad, B = 415a, Cin = 0, Cout = 0, S = 8e07
A = 4cad, B = 9bbe, Cin = 0, Cout = 0, S = e86b
A = 4cad, B = d3ad, Cin = 0, Cout = 1, S = 205a
A = 4cad, B = 7290, Cin = 0, Cout = 0, S = bf3d
A = 4cad, B = eea6, Cin = 0, Cout = 1, S = 3b53
A = 4cad, B = 433d, Cin = 0, Cout = 0, S = 8fea
A = 4cad, B = c25e, Cin = 0, Cout = 1, S = 0f0b
A = 4cad, B = db5b, Cin = 0, Cout = 1, S = 2808
A = 4cad, B = a379, Cin = 0, Cout = 0, S = f026
A = 4cad, B = 9d09, Cin = 0, Cout = 0, S = e9b6
A = 4cad, B = 746c, Cin = 0, Cout = 0, S = c119
A = 4cad, B = f884, Cin = 0, Cout = 1, S = 4531
A = 4cad, B = 860a, Cin = 0, Cout = 0, S = d2b7
A = 4cad, B = 9363, Cin = 0, Cout = 0, S = e010
A = 4cad, B = 8712, Cin = 0, Cout = 0, S = d3bf
A = 4cad, B = 62f7, Cin = 0, Cout = 0, S = afa4
A = 4cad, B = 3278, Cin = 0, Cout = 0, S = 7f25
A = 7940, B = 0000, Cin = 0, Cout = 0, S = 7940
A = 7940, B = 0001, Cin = 0, Cout = 0, S = 7941
A = 7940, B = 1111, Cin = 0, Cout = 0, S = 8a51
A = 7940, B = aaaa, Cin = 0, Cout = 1, S = 23ea
A = 7940, B = 5555, Cin = 0, Cout = 0, S = ce95
A = 7940, B = ffff, Cin = 0, Cout = 1, S = 793f
A = 7940, B = ff00, Cin = 0, Cout = 1, S = 7840
A = 7940, B = 00ff, Cin = 0, Cout = 0, S = 7a3f
A = 7940, B = 7fff, Cin = 0, Cout = 0, S = f93f
A = 7940, B = 8000, Cin = 0, Cout = 0, S = f940
A = 7940, B = f9e8, Cin = 0, Cout = 1, S = 7328
A = 7940, B = c91b, Cin = 0, Cout = 1, S = 425b
A = 7940, B = fa50, Cin = 0, Cout = 1, S = 7390
A = 7940, B = 92a3, Cin = 0, Cout = 1, S = 0be3
A = 7940, B = b84e, Cin = 0, Cout = 1, S = 318e
A = 7940, B = 7da2, Cin = 0, Cout = 0, S = f6e2
A = 7940, B = 05a5, Cin = 0, Cout = 0, S = 7ee5
A = 7940, B = 6ea1, Cin = 0, Cout = 0, S = e7e1
A = 7940, B = 6740, Cin = 0, Cout = 0, S = e080
A = 7940, B = aa06, Cin = 0, Cout = 1, S = 2346
A = 7940, B = 7707, Cin = 0, Cout = 0, S = f047
A = 7940, B = 661e, Cin = 0, Cout = 0, S = df5e
A = 7940, B = aa27, Cin = 0, Cout = 1, S = 2367
A = 7940, B = 9475, Cin = 0, Cout = 1, S = 0db5
A = 7940, B = 3cb2, Cin = 0, Cout = 0, S = b5f2
A = 7940, B = 5b5d, Cin = 0, Cout = 0, S = d49d
A = 7940, B = 2875, Cin = 0, Cout = 0, S = a1b5
A = 7940, B = ab6b, Cin = 0, Cout = 1, S = 24ab
A = 7940, B = 1bcd, Cin = 0, Cout = 0, S = 950d
A = 7940, B = 8f61, Cin = 0, Cout = 1, S = 08a1
A = 7940, B = ef5c, Cin = 0, Cout = 1, S = 689c
A = 7940, B = e08c, Cin = 0, Cout = 1, S = 59cc
A = 7940, B = be66, Cin = 0, Cout = 1, S = 37a6
A = 7940, B = a2ce, Cin = 0, Cout = 1, S = 1c0e
A = 7940, B = 71b2, Cin = 0, Cout = 0, S = eaf2
A = 7940, B = a50d, Cin = 0, Cout = 1, S = 1e4d
A = 7940, B = 6c3f, Cin = 0, Cout = 0, S = e57f
A = 7940, B = 5b04, Cin = 0, Cout = 0, S = d444
A = 7940, B = d88a, Cin = 0, Cout = 1, S = 51ca
A = 7940, B = 1321, Cin = 0, Cout = 0, S = 8c61
A = 7940, B = 5183, Cin = 0, Cout = 0, S = cac3
A = 7940, B = 90a4, Cin = 0, Cout = 1, S = 09e4
A = 7940, B = e310, Cin = 0, Cout = 1, S = 5c50
A = 7940, B = 3e8c, Cin = 0, Cout = 0, S = b7cc
A = 7940, B = 5ce3, Cin = 0, Cout = 0, S = d623
A = 7940, B = 1d12, Cin = 0, Cout = 0, S = 9652
